,movie_id,title,genre,description
190,192,"Show, The (1995)",Documentary,"Nomi, a young drifter, arrives in Las Vegas to become a dancer and soon sets about clawing and pushing her way to become the top of the Vegas showgirls."
191,193,Showgirls (1995),Drama,"Nomi, a young drifter, arrives in Las Vegas to become a dancer and soon sets about clawing and pushing her way to become the top of the Vegas showgirls."
192,194,Smoke (1995),Drama,"A Brooklyn smoke shop is the center of neighborhood activity, and the stories of its customers."
193,195,Something to Talk About (1995),Comedy Drama Romance,A woman's world is rocked when she discovers her husband is cheating on her.
194,196,Species (1995),Horror Sci-Fi,A group of scientists try to track down and trap a killer alien seductress before she successfully mates with a human.
195,197,"Stars Fell on Henrietta, The (1995)",Drama,A story of desperate search for oil.
196,198,Strange Days (1995),Action Crime Sci-Fi,A former cop turned street-hustler accidentally uncovers a conspiracy in Los Angeles in 1999.
197,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama Musical,A young woman separated from her lover by war faces a life-altering decision.
198,200,"Tie That Binds, The (1995)",Thriller,John Netherwood and his wife Leann are fugitives who are both wanted for murder. They have a young daughter named Janie. John and Leann are in the process of robbing a house when the two ...
199,201,Three Wishes (1995),Drama,"In an unexplained act of charity, Jeanne Holman, picks up an injured, apparent tramp and takes him home to care for him little realizing who he was, or the effect he would have on her life and those of her family."
200,202,Total Eclipse (1995),Drama Romance,"Young, wild poet Arthur Rimbaud and his mentor Paul Verlaine engage in a fierce, forbidden romance while feeling the effects of a hellish artistic lifestyle."
201,203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,"Three drag queens travel cross-country until their car breaks down, leaving them stranded in a small town."
202,204,Under Siege 2: Dark Territory (1995),Action,"Casey Ryback hops on a Colorado to LA train to start a vacation with his niece. Early into the trip, terrorists board the train and use it as a mobile HQ to hijack a top secret destructive US satellite."
203,205,Unstrung Heroes (1995),Comedy Drama,"Steven Lidz, unhappy with his home life since his mother got sick, goes and lives with his two crazy Uncles. There he changes and gets closer to his Uncles, but his parents want him home ..."
204,206,Unzipped (1995),Documentary,One of the most successful designers in high fashion plans his fall 1994 collection. Follow the behind-the-scenes look at the creative side of fashion.
205,207,"Walk in the Clouds, A (1995)",Drama Romance,A married soldier returning from World War II poses as a pregnant woman's husband to save her from her father's anger and honor.
206,208,Waterworld (1995),Action Adventure,"In a future where the polar ice-caps have melted and Earth is almost entirely submerged, a mutated mariner fights starvation and outlaw ""smokers,"" and reluctantly helps a woman and a young girl try to find dry land."
207,209,White Man's Burden (1995),Drama,"In an alternative America where African-Americans and White Americans have reversed cultural roles, a white factory worker kidnaps a black factory owner for dismissing him over perceived disdain."
208,210,Wild Bill (1995),Western,The early career of legendary lawman Wild Bill Hickock is telescoped and culminates in his relocation in Deadwood and a reunion with Calamity Jane.
209,211,"Browning Version, The (1994)",Drama,"On the verge of forced resignation, a strict old-fashioned teacher rethinks his life."
210,212,Bushwhacked (1995),Comedy,"On the run from authorities, a sleazy courier poses as a Scout leader on a camping trip. But he has no idea what he's in for when he must actually take charge of a group of kids."
211,213,Burnt By the Sun (Utomlyonnye solntsem) (1994),Drama, Tanya 
212,214,Before the Rain (Pred dozhdot) (1994),Drama,Three interconnected stories of love under the threat of civil war in Macedonia and London.
213,215,Before Sunrise (1995),Drama Romance,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together."
214,216,Billy Madison (1995),Comedy,"In order to inherit his fed up father's hotel empire, an immature and lazy man must repeat grades 1-12 all over again."
215,217,"Babysitter, The (1995)",Drama Thriller,"Beaver is happy to free Wally up for a date by offering to babysit for the Murdock's five-year-old boy, Chuckie, until he finds out that he'll be sitting with Chuckie's ten-year-old sister, Patty, instead."
216,218,Boys on the Side (1995),Comedy Drama,"Robin shares a ride in her car with Jane from New York to Los Angeles. They stop at Jane's friend Holly's place in Pittsburgh and take her with them west, making a long stop in Tucson. The three very different women become close friends."
217,219,"Cure, The (1995)",Drama,"Erik, a loner, finds a friend in Dexter, an eleven-year-old boy with AIDS. They vow to find a cure for AIDS together and save Dexter's life in an eventful summer."
218,220,Castle Freak (1995),Horror,A man struggles to save his family from the strange and deadly occurrences in the castle they've inherited.
219,222,Circle of Friends (1995),Drama Romance,"3 women, who've been friends since childhood, meet at university in Dublin in 1957. Student and boyfriend life begins."
220,223,Clerks (1994),Comedy,"A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof."
221,224,Don Juan DeMarco (1995),Comedy Drama Romance,"A psychiatrist must cure a young patient that presents himself as Don Juan, the greatest lover in the world."
222,225,Disclosure (1994),Drama Thriller,"A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life."
223,226,Dream Man (1995),Thriller,Kris is a homicide cop with psychic abilities. She works to prove that the prime suspect in her latest case (the much younger husband of the millionaire victim) is innocent. But are her ...
224,227,Drop Zone (1994),Action,A tough cop teams up with a professional skydiver to capture a renegade computer hacker on the run from the law.
225,228,Destiny Turns on the Radio (1995),Comedy,"After 3 years in prison, Julian breaks out and returns to Vegas to get his half from the bank robbery and see Lucille again. The Devil took the loot and Tuerto took Lucille."
226,229,Death and the Maiden (1994),Drama Thriller,A political activist is convinced that her guest is a man who once tortured her for the government.
227,230,Dolores Claiborne (1994),Drama Thriller,A big-city reporter travels to the small town where her mother has been arrested for the murder of an elderly woman that she works for as a maid.
228,231,Dumb & Dumber (1994),Comedy,"A frustrated actress with a strong character, Shiri is 30 but seems much younger as everyone seems to be constantly reminding her in both her personal and professional lives."
229,232,Eat Drink Man Woman (1994),Comedy Drama,A senior chef lives with his three grown daughters; the middle one finds her future plans affected by unexpected events and the life changes of the other household members.
230,233,Exotica (1994),Drama,"A man plagued by neuroses frequents the club Exotica in an attempt to find solace, but even there his past is never far away."
231,234,Exit to Eden (1994),Comedy,"Elliot heads for the sexual fantasy island, Eden. He takes some photos of diamond smugglers. They and undercover cops want the photos and follow him to Eden."
232,235,Ed Wood (1994),Comedy Drama,Ambitious but troubled movie director
233,236,French Kiss (1995),Comedy Romance,"A woman flies to France to confront her straying fiancee, but gets into trouble when the charming crook seated next to her uses her for smuggling."
234,237,Forget Paris (1995),Comedy Romance,"Mickey, an NBA referee, meets Ellen, an American airline official, in Paris. It develops into a relationship of ups and downs."
235,238,Far From Home: The Adventures of Yellow Dog (1995),Adventure Children's,"Teenage Angus adopts a stray dog and names him Yellow. Several days later, while traveling along the coast of British Columbia with Angus' father, John, the boy and dog become stranded when..."
